uid,label,mean_step_speed,stddev_step_speed,track_length,e2e_distance,duration,speed_direction_mean,speed_direction_std,acceleration_global_mean,acceleration_abs_mean,acc_direction_std,angular_velocity_avg,angular_velocity_std
lab_3_8,0,0.11567428027281162,0.05151487118882423,34.586609801570674,18.35755975068582,299.0,0.056560137824688175,0.3227935749760357,0.0005431217522271582,0.008148827777339912,nan,0.015712224499963193,0.016412573094928697
lab_3_9,0,0.07835651286223519,0.06489654258815691,23.42859734580832,19.313207915827967,299.0,nan,nan,9.09090909090465e-05,0.0034734708566177956,nan,0.011388922935614545,0.02454954773839142
lab_3_10,0,0.0895632416510553,0.05078300935617203,26.779409253665534,12.806248474865697,299.0,0.06936817609897197,0.347342243271235,0.0009680237153609207,0.008598866274998796,nan,0.022422808161148076,0.028449518119973326
lab_3_11,0,0.0994428313359263,0.0026093897032862814,29.73340656944196,26.419689627245813,299.0,0.025080449446735896,0.2365875458906747,0.00018047263681164326,0.0023422032206650554,nan,0.01064891685717732,0.16254070326536152
lab_3_12,1,10.660132677639293,1.7401833126982893,31.98039803291788,31.144823004794873,3.0,0.29068688584942204,0.2465978284513495,5.0990195135927845,4.618033988749895,0.0,1.0939394398632414,1.2358186556297082
lab_3_13,1,7.784264001902853,2.7256271704855126,490.40863211987977,444.28819475651164,63.0,0.3008169679600295,0.4781574469422039,0.1410217256892234,2.4112338418359434,nan,0.05925731276792019,0.11148441266386187
lab_3_14,1,8.43898841478399,3.3503210302491664,286.92560610265565,242.53865671269807,34.0,0.5391688003738425,0.43411750752372946,0.13975424859373686,5.132250977987629,nan,0.1839788501741926,0.3997335760145575
lab_4_0,1,9.948813522422304,2.2315150723867685,447.6966085090037,446.65382210499445,45.0,0.02829032294054463,0.07294878931419428,0.12600569578582574,0.6421393715980046,nan,0.0751585694969974,0.4571031296936302
lab_4_1,0,2.036008536141548,0.22029643080499095,610.8025608424643,607.6205941712311,300.0,nan,nan,0.003006084021912156,0.06808453486562722,nan,0.010796184197376333,0.0361005005070837
lab_4_2,0,1.8885066021046002,0.08327951213036437,566.55198063138,565.4197800970531,300.0,0.0018820754765479118,0.011719001507591701,0.000985372272485251,0.006106971902189028,nan,0.010698611720562405,0.04774354124130441
lab_4_3,0,1.9246629335085599,0.11445269348028264,577.398880052568,576.4008321333341,300.0,0.0020712334965449905,0.010402398771104224,0.0009522754439960607,0.007787497335236796,nan,0.010662977576670044,0.0446197732385767
lab_4_4,0,1.4417366154926852,0.11724769702126003,317.18205540839074,315.71693926363844,220.0,0.008382234018861507,0.03789400726822993,0.002109957115769191,0.01682117337129571,nan,0.014949545745429886,0.06533970289822974
lab_4_5,0,1.7469425699873022,0.10552300143962459,524.0827709961907,522.8044283821628,300.0,0.005189026780092535,0.025074624463315754,0.0006638954534414542,0.013557852799249431,nan,0.010789043213601374,0.04617229705177406
lab_4_6,0,1.7453765668005101,0.15260563674991057,459.0340370685342,458.02203947845123,263.0,0.0048547510281049975,0.024492927025390254,0.00045479427511794444,0.017109478926462383,nan,0.012233921362723565,0.046899844538575604
lab_4_7,0,1.7550488967318767,0.7980954908433349,289.58306796075965,289.2809503579521,165.0,nan,nan,0.01209202453987707,0.021577539285528097,nan,0.019550311879725543,0.13133780354636387
lab_4_8,0,1.851739817486801,0.06534828485846363,66.66263342952483,66.53355367782478,36.0,0.007904538271375688,0.0319134455045754,0.003473204397803068,0.016802290917204307,nan,0.08974927534812356,0.32494836427634016
lab_4_9,0,2.3090736284999136,0.1022560910960443,692.722088549974,691.0531950356643,300.0,0.001750322343703962,0.008635881336998422,0.001913928755919259,0.008353809093396263,nan,0.010725455246896108,0.04139177153746057
lab_4_10,0,2.7516472731794948,0.014540197288496589,41.27470909769242,41.23732062101029,15.0,0.006696504337214251,0.023279389210417802,0.019292362900182422,0.018729637947495242,0.5821468055073038,0.21194372144387555,0.6949068661651719
lab_4_11,0,2.2103572314889908,0.24010150506345102,75.15214587062569,75.07650439385148,34.0,0.006166599018856392,0.024499736330829077,0.020745716801910022,0.025880442768629493,nan,0.09425055055931064,0.37449643701178076
lab_4_12,1,4.3814087895757385,7.603189794550827,525.7690547490886,398.4241681549954,170.0,nan,nan,0.018260050854243124,1.8249317162948089,nan,0.03794466166670107,0.07511009528794763
lab_4_13,0,2.2089467846980373,0.08801519073872449,618.5050997154505,617.1710668996077,280.0,0.002302525081346194,0.011300997983737071,0.001264351391741735,0.009406566878884685,nan,0.01146189041908738,0.039789520840975805
lab_4_14,0,1.6795574321179398,0.10177250875431253,178.03308780450163,177.13123465385772,106.0,0.00998056289854735,0.04554540382598005,0.0047817473007798076,0.019162025707215626,nan,0.0315212118125866,0.1602122364610827
lab_4_15,0,2.223714282091651,0.5340506611687529,182.3445711315154,181.3731316650843,82.0,0.009122780881088262,0.039886536353019524,0.015161969281726015,0.0715309027181336,nan,0.04037106262452999,0.24942867484939518
lab_4_16,0,2.6833766458106654,0.1614119970530834,287.1213011017412,286.54167582744395,107.0,0.008056746774907638,0.030450981384827543,0.004930666681381981,0.030837917388164382,nan,0.030764158051020077,0.19656211917840546
lab_4_17,0,2.064176439751495,0.10110133985637274,328.2040539204877,327.6298191572312,159.0,0.004079391519997822,0.019916159543213782,0.0021933405639169394,0.013242525458547589,nan,0.020475134335631,0.10219846563359553
lab_4_18,0,2.7097274176680752,4.569754728171043,292.65056110815215,291.3470727311328,129.0,0.010713774882307224,0.041063441342728366,0.014520782406820846,0.9376062493062233,nan,0.03186881684256853,0.15928246187226178
lab_4_19,0,2.573194706936971,0.2091787517687959,226.44113421045347,226.37928727248874,88.0,0.0022337799349029575,0.0094957950940445,0.0013500395603445138,0.022364790912317474,nan,0.036307501329440356,0.21530551332410844
lab_4_20,0,1.772961356174412,0.2589097902980689,56.73476339758118,56.593396257867404,32.0,0.016733423521419523,0.048241299934811306,0.048520076028154266,0.07211947617074764,nan,0.10229842822110143,0.48679296857510634
lab_4_21,0,2.713152747227262,0.10156664371928166,84.10773516404512,84.08465764930017,31.0,0.0018056584740852636,0.008441770221660417,0.008392851269833907,0.00903163453372209,nan,0.1020684152370333,0.43669319532083917
lab_4_22,0,1.5417292068705992,0.41706259305805327,40.08495937863558,39.99062390110963,26.0,0.01670762564576823,0.06404181634323321,0.01871654422637356,0.0862721090098037,nan,0.12217186204180848,0.47093517396545925
lab_4_23,0,1.9926114130412056,0.21247907336471347,39.85222826082411,39.85156905317529,20.0,0.0009108306296626377,0.0024484714036788918,0.02380852114290949,0.023633613786658236,0.35725054268531875,0.15735407331219026,0.6567402900817343
lab_5_0,0,5.154319338772918,39.79983635917988,1541.1414822931026,562.9211929009247,299.0,nan,nan,0.004828900307547297,6.601997560489713,nan,0.03208216375813043,0.2627811391824261
lab_5_1,0,2.2887274534966746,0.10708274080386208,98.415280500357,98.30737110206941,43.0,0.005135400324934083,0.02181860768601078,0.0011171690234727265,0.01705133805615299,nan,0.07527834174152022,0.33540684936850423
lab_5_2,0,1.83465399887059,0.1365891922451599,548.5615456623065,547.8226898303866,299.0,nan,nan,0.0009147163522406387,0.017176104959157036,nan,0.010686484672143191,0.057167352505557864
lab_5_3,0,0.1325357458542725,0.026292469035726445,7.4220017678392605,7.384793632864779,56.0,0.014201934515436528,0.04109704964250429,0.0010527904002628717,0.0028951084505104267,0.670232076162991,0.0599329023859858,0.1918965988516633
lab_5_4,0,2.3322938706350125,0.12260356573807803,69.96881611905037,69.83408057674994,30.0,0.0045384374586372395,0.023182522098714773,0.014055692796870441,0.014110905260787347,nan,0.10667760599567981,0.3455614214774748
lab_5_5,0,1.9221327813161186,0.1384964337679164,130.70502912949607,130.47047850375958,68.0,0.005807594560984303,0.027060036920088997,0.0025491045259656156,0.019199290390179775,nan,0.04734755651050009,0.3338822490947588
lab_5_6,1,2.535990183037696,0.4819834933197717,136.94346988403558,132.99405094965712,54.0,0.05190478652512674,0.1737210514418947,0.012519600018184788,0.16173426681049008,nan,0.06471132255403399,0.15946042011043415
lab_5_7,0,1.6234661876217027,0.0006090832715265437,9.740797125730216,9.740796938649403,6.0,0.0003095102670411536,0.00011669509746072645,0.0,0.0012485281373876736,0.5553603673501846,0.5236460230357506,0.7970363866212747
lab_5_8,0,0.1415353571111954,0.09587661147123337,42.31907177624742,39.119336727505974,299.0,nan,nan,0.0015101338539793886,0.005180415774471509,nan,0.012365055173173002,0.027500327492260133
lab_5_9,1,2.4263030104095327,0.5201325292837493,99.47842342679084,98.17047915743314,41.0,0.00990514148347676,0.036853876282552954,0.03404862709761271,0.08079802265300015,nan,0.08104547305075184,0.13510591148966616
lab_5_10,0,2.1357220937639836,0.20333172402284114,239.20087450156618,238.93222159641843,112.0,0.0068872643214307,0.02249292165515534,0.0029855990442286457,0.027140157818911128,nan,0.029429054916508053,0.17237639808984823
lab_5_11,0,2.335711264338242,0.27064795656912755,366.706668501104,365.65575870482337,157.0,0.012599465692905673,0.055154008052174616,0.0010999763501387204,0.07715929560116959,nan,0.020546107524260837,0.08504013273358035
lab_5_12,0,2.358828174144672,0.2760604813928626,323.1594598578201,322.5209212392275,137.0,0.007576473284879948,0.030566480406530188,0.002606902307978749,0.05997990629133767,nan,0.023401148873568093,0.08364239218002706
lab_5_13,0,0.17569567785044937,0.11572092780693073,52.53300767728436,37.965326457176666,299.0,nan,nan,0.001002807563288974,0.015670741200108237,nan,0.018970930814623203,0.029937491006376764
lab_5_14,0,2.5305377456142306,0.0003435427913795538,25.305377456142306,25.305377215129596,10.0,0.0002504277530585802,8.85395811925161e-05,0.0,0.0008888888888994492,0.6801747615755247,nan,nan
lab_5_15,0,2.4823890343633854,0.22790986409694186,742.2343212746522,740.2336879830585,299.0,0.004841842204866409,0.021605536051385772,0.0014789425749952936,0.036567340937795144,nan,0.010748254220045156,0.0382029165311769
lab_5_16,0,2.5557845961780146,0.1942536650077342,618.4998722750795,616.924131434328,242.0,0.002993594751548957,0.013686546368851298,0.0018960714136225323,0.022558983546737243,nan,0.013267194685528031,0.0670203371066931
lab_5_17,0,2.3056217512572084,0.04458225255686794,223.64530987194922,223.54448098756544,97.0,0.0014942636601521233,0.008269325729096087,0.001418867716021317,0.004355248142799251,nan,0.03282171249880561,0.21275536125277264
lab_5_18,0,2.3230163946453817,0.19806375714784516,578.4310822667001,575.1452373870446,249.0,0.010770363107470038,0.05638152383996741,0.003242965523470472,0.03839667525658253,nan,0.013128583764136146,0.04994659146791407
lab_5_19,0,1.9925158511983594,1.2015237569753292,595.7622395083094,547.0696812381399,299.0,nan,nan,0.006550790387225398,0.3991972490601508,nan,0.01138362437717722,0.03029480015827913
lab_5_20,0,1.8202990203143512,0.17169865018511138,544.269407073991,540.4398671452726,299.0,nan,nan,0.006368149932285353,0.0133514335831811,nan,0.01091131823088945,0.027243462792156233
lab_5_21,0,1.6249077258602147,0.09544243663576281,479.34777912876336,478.67896014447933,295.0,0.0023598007335125563,0.012110713554805995,0.0014486315858629967,0.00872631628996376,nan,0.010934994631178582,0.060045414983056516
lab_5_22,0,2.4265815024056496,0.1933189298129439,681.8694021759875,679.8602294773536,281.0,0.005537607641536068,0.025433265872206727,0.001170419666511986,0.027179159034100873,nan,0.01144346387729326,0.0569939668213428
lab_5_23,0,1.6797148563418405,0.08995459662899596,478.7187340574245,477.31012081978736,285.0,0.004012971615484941,0.02359834786082828,0.001129731217792816,0.00953916217876517,nan,0.011425912997977523,0.04552334171672376
lab_5_24,1,5.738974968480667,0.7109196352745999,206.60309886530402,202.7122430959708,36.0,0.055153482738686824,0.1073072700709003,0.05421759472583371,0.5684346270404104,nan,0.09192053424287529,0.18328761932963725
lab_5_25,1,3.03575590733331,0.09335400950635356,30.357559073333096,30.35641324333295,10.0,0.00230402549603475,0.0060218155408834,0.026561544100448056,0.02468324522812509,0.33587849737695746,0.3148731055087813,0.8525398221602142
lab_5_26,0,2.5584624565284937,0.09973611115097425,230.26162108756444,229.77096128318738,90.0,0.0030472864745019258,0.0151370633019403,0.0039796097030275444,0.011415630849088133,nan,0.035660875155637844,0.11115260664710579
lab_5_27,0,2.0096926735001666,0.5063684673697809,500.4134757015415,495.8628387941568,249.0,0.021274796903521152,0.10998037104809458,0.007080536464382288,0.10884600182348299,nan,0.013236310322842355,0.048111344902407295
lab_5_28,0,1.9400223699645152,0.11134080424283026,356.9641160734708,356.26264113010785,184.0,0.004414138886954455,0.018903585130706037,0.0005604664936428137,0.015048604260012715,nan,0.017915302265850787,0.11111240292148138
lab_5_29,0,2.3630760348729223,0.10670668212859624,581.3167045787388,579.5151993632263,246.0,0.0038054134682394282,0.01644625550212893,0.002189633322639105,0.013766873053663973,nan,0.013124680998441258,0.09772073292101349
lab_5_30,0,2.1268318265398825,0.13505426231306875,336.0394285933014,335.2574911631357,158.0,0.003945491203254197,0.023200087553267124,0.0008854511102477067,0.01281597726278199,nan,0.020389707750841736,0.07821980356086294
lab_5_31,0,2.1564618092033787,0.09605969731004248,81.94554874972839,81.93858608738621,38.0,0.0009889397766319264,0.004361458407473925,0.0058417928078523555,0.006651446782585715,nan,0.08299511280611947,0.44081417278719554
lab_5_32,0,1.8052286128551582,0.0463694203133856,420.6182667952519,420.36263141364026,233.0,0.0007143625979040763,0.006474280678701866,0.0007302171893393203,0.0023008879210191643,nan,0.013645381552288671,0.1658015035616121
lab_5_33,0,2.324296813027442,0.13702301296698435,123.18773109045443,122.99725110749425,53.0,0.006269229689370681,0.03433111369699282,0.009001046545159519,0.024625780919324554,0.5855322062550337,0.06031793654056353,0.2688778952412778
lab_5_34,0,1.7865763414884097,0.09677918565307964,380.5407607370313,379.37907420547066,213.0,0.0078065504235747905,0.0504775303422488,0.0018781470897254412,0.018987700461296223,nan,0.015100538237530981,0.08556307999506928
lab_5_35,0,1.427797608082581,0.22367706576133142,282.703926400351,279.44446662082964,198.0,nan,nan,0.007048031278162654,0.0574722238308744,nan,0.017467148584133833,0.11195557134125908
lab_5_36,0,2.3220964267286264,0.04634247257883517,443.52041750516764,443.2310666514702,191.0,0.000740756856969345,0.005569754686161458,0.0014529855816851215,0.0025177200341720773,nan,0.016634939585176704,0.09946299063146503
lab_5_37,0,1.7774714391724473,0.03295824043840943,238.18117284910795,238.09202609285344,134.0,0.0008252248293014464,0.004515891512711327,0.0008106414605696338,0.002311464436159339,nan,0.02365116787264038,0.1335976568719183
lab_5_38,0,1.8860332143939011,0.03961297271432089,354.5742443060534,354.52684932033003,188.0,0.0015640305916129794,0.00784613887802603,0.0009856174639164216,0.004416347399984338,nan,0.016818060069306407,0.1167004860790689
lab_5_39,1,1.9578281908274375,1.0067608031081912,297.5898850057705,251.8279123409477,152.0,0.049042413563640995,0.21171242213856387,0.01874578471135434,0.1207344086239498,nan,0.034771518953017486,0.06022671996600029
lab_5_40,0,2.3551056756217634,0.054021690772432254,381.52711945072565,381.29903022431097,162.0,0.0012996230790531446,0.007573099232253326,0.0005791291954306898,0.00468477816954342,nan,0.0195829410956728,0.11138633979730603
lab_5_41,0,2.062433676634654,0.1144445686650364,332.0518219381793,330.7505441340951,161.0,0.014793405094101283,0.060258923945881254,0.0021943467429415527,0.039408886923459716,nan,0.020509074342416347,0.09910114334252869
lab_5_42,1,2.4195845342468076,1.1688514162401316,300.02848224660414,171.95130124543985,124.0,0.08159535745010545,0.3471338675822515,0.04416986402439276,0.2703386892921122,nan,0.04683911543324189,0.07135797279770513
lab_5_43,0,1.408624355134995,0.2205245267475146,145.0883085789045,144.18331759603808,103.0,0.013079690397231239,0.04796475092154983,0.0020101692256265405,0.03541268584799596,nan,0.033733982370284764,0.121122247108944
lab_5_44,0,1.4488889096617015,0.11575430462092652,55.05777856714466,55.009607024591645,38.0,0.0026306505342892144,0.013508684110909023,0.00725739299517192,0.007929953606786378,nan,0.08374481237826566,0.30017383508296797
lab_5_45,0,2.4589262210173914,0.08799943824589314,159.83020436613043,159.69737004722398,65.0,0.0018099886067857933,0.011973078461076122,0.005146383270897383,0.006166383639654694,0.6633701155223546,0.0488523834492675,0.3036678353839039
lab_5_46,0,2.1447179824254503,0.12236211586666186,111.52533508612342,110.66019564866131,52.0,0.01694662874924502,0.08244500826313422,0.0020835546549108864,0.03655104028242204,nan,0.06389225729810942,0.20801435034228452
lab_5_47,0,2.1773962882565048,0.000362159530291532,47.9027183416431,47.90271783521267,22.0,0.00018654636576546956,0.00016159759114853738,5.684341886080802e-15,0.0005714285714364175,nan,0.14282427498068306,0.5034445804196745
lab_6_0,0,0.1057823276969028,0.0874493000742711,31.628915981373936,13.604040024933775,299.0,0.06854015858860589,0.32170194096833893,0.00020089473252764866,0.014413109891272653,nan,0.01835842698517667,0.021823373970308042
lab_6_1,0,0.1251708894724664,0.1094464833131157,37.42609595226746,7.4129778766700865,299.0,0.07483530229111486,0.35683226950118063,0.002226936128750499,0.016772715374886737,nan,0.029766700062034225,0.06278064457518003
lab_6_2,0,0.08623568958325038,0.07027795619098652,25.784471185391865,8.255245120527919,299.0,0.09349435099824945,0.42146417629661526,0.0015344746140436624,0.009429986069434852,nan,0.01970809831986745,0.020752749984620848
lab_6_3,0,0.0882160040008322,0.2322365052671762,21.083624956198896,5.830951894845301,299.0,nan,nan,8.315884872197835e-05,0.04723927093248652,nan,0.02976098301950728,0.03158434186781154
lab_6_4,0,0.11328288778620368,0.06776415457935829,33.8715834480749,12.419219178354144,299.0,0.10587210334257018,0.4528154928360651,0.0006296386322481075,0.01145801969621903,nan,0.02126658875608806,0.034919749049364755
lab_6_5,0,0.03421484425096198,0.015011476705587758,2.121320343559643,2.1213203435596424,62.0,nan,nan,0.0006835365551469101,0.0010432723001024438,nan,0.05067085031236614,0.3957519838082023
lab_6_6,1,3.416947817496795,1.3680568268421496,990.9148670740706,908.571840247099,290.0,0.07053949951417895,0.17704262730488468,0.007571451059207638,0.34181116872512973,nan,0.013913391088407997,0.022772538884467702
lab_6_7,0,0.0,0.0,0.0,0.0,44.0,nan,nan,0.0,0.0,nan,0.0,0.0
lab_6_8,0,0.04899177221107435,0.028659462382367076,14.64853989111123,7.168945389665068,299.0,nan,nan,0.00027978562169089544,0.0023565954882554326,nan,0.019255149252436172,0.023366472304298194
lab_6_9,0,0.08666240493962502,0.05848415854613726,25.91205907694788,21.404584789245504,299.0,0.026529421542211436,0.11512846546310292,0.0005770949478461743,0.003963544373248079,nan,0.013116704521988303,0.017081011082112563
